Combination,Unique Rows,Unique Rows Excluding Columns,Score
"background_SES, sexual_attraction_M, gender_identity_M, religious_upbringing",99,289,2.292929292929293
"background_SES, sexual_attraction_M, gender_identity_M, religious_now",82,298,2.658536585365854
"background_SES, sexual_attraction_M, sex, education_level",68,285,3.3970588235294117
"background_SES, sexual_attraction_M, sex, gender_identity_F",60,331,3.0833333333333335
"background_SES, sexual_attraction_M, sex, handedness",35,344,4.914285714285715
"background_SES, sexual_attraction_M, sex, religious_upbringing",56,333,3.267857142857143
"background_SES, sexual_attraction_M, sex, religious_now",39,338,4.564102564102564
"background_SES, sexual_attraction_M, education_level, gender_identity_F",108,237,2.5833333333333335
"background_SES, sexual_attraction_M, education_level, handedness",61,253,4.311475409836065
"background_SES, sexual_attraction_M, education_level, religious_upbringing",75,235,3.7466666666666666
"background_SES, sexual_attraction_M, education_level, religious_now",68,252,3.8823529411764706
"background_SES, sexual_attraction_M, gender_identity_F, handedness",76,297,2.8815789473684212
"background_SES, sexual_attraction_M, gender_identity_F, religious_upbringing",99,288,2.303030303030303
"background_SES, sexual_attraction_M, gender_identity_F, religious_now",82,299,2.6463414634146343
"background_SES, sexual_attraction_M, handedness, religious_upbringing",53,302,4.037735849056604
"background_SES, sexual_attraction_M, handedness, religious_now",33,310,6.242424242424242
"background_SES, sexual_attraction_M, religious_upbringing, religious_now",50,286,4.6
"background_SES, gender_identity_M, sex, education_level",47,266,5.319148936170213
"background_SES, gender_identity_M, sex, gender_identity_F",43,289,5.27906976744186
"background_SES, gender_identity_M, sex, handedness",31,318,6.387096774193548
"background_SES, gender_identity_M, sex, religious_upbringing",31,313,6.548387096774194
"background_SES, gender_identity_M, sex, religious_now",29,314,6.9655172413793105
"background_SES, gender_identity_M, education_level, gender_identity_F",84,217,3.5595238095238093
"background_SES, gender_identity_M, education_level, handedness",57,229,5.035087719298246
"background_SES, gender_identity_M, education_level, religious_upbringing",66,223,4.4393939393939394
"background_SES, gender_identity_M, education_level, religious_now",64,229,4.484375
"background_SES, gender_identity_M, gender_identity_F, handedness",61,271,4.016393442622951
"background_SES, gender_identity_M, gender_identity_F, religious_upbringing",79,254,3.3164556962025316
"background_SES, gender_identity_M, gender_identity_F, religious_now",69,262,3.681159420289855
"background_SES, gender_identity_M, handedness, religious_upbringing",43,291,5.232558139534884
"background_SES, gender_identity_M, handedness, religious_now",32,277,7.46875
"background_SES, gender_identity_M, religious_upbringing, religious_now",48,259,5.354166666666667
"background_SES, sex, education_level, gender_identity_F",35,264,7.2
"background_SES, sex, education_level, handedness",19,269,13.0
"background_SES, sex, education_level, religious_upbringing",11,261,23.181818181818183
"background_SES, sex, education_level, religious_now",11,271,22.272727272727273
"background_SES, sex, gender_identity_F, handedness",26,314,7.769230769230769
"background_SES, sex, gender_identity_F, religious_upbringing",25,312,8.16
"background_SES, sex, gender_identity_F, religious_now",23,316,8.695652173913043
"background_SES, sex, handedness, religious_upbringing",11,321,17.727272727272727
"background_SES, sex, handedness, religious_now",12,322,16.166666666666668
"background_SES, sex, religious_upbringing, religious_now",7,301,30.714285714285715
"background_SES, education_level, gender_identity_F, handedness",54,234,5.222222222222222
"background_SES, education_level, gender_identity_F, religious_upbringing",70,227,4.128571428571429
"background_SES, education_level, gender_identity_F, religious_now",69,234,4.086956521739131
"background_SES, education_level, handedness, religious_upbringing",19,232,14.947368421052632
"background_SES, education_level, handedness, religious_now",21,242,13.047619047619047
"background_SES, education_level, religious_upbringing, religious_now",18,229,15.944444444444445
"background_SES, gender_identity_F, handedness, religious_upbringing",44,279,5.386363636363637
"background_SES, gender_identity_F, handedness, religious_now",39,284,5.948717948717949
"background_SES, gender_identity_F, religious_upbringing, religious_now",40,261,6.375
"background_SES, handedness, religious_upbringing, religious_now",10,272,24.4
"sexual_attraction_M, gender_identity_M, sex, education_level",29,463,1.8275862068965518
"sexual_attraction_M, gender_identity_M, sex, gender_identity_F",31,486,0.967741935483871
"sexual_attraction_M, gender_identity_M, sex, handedness",22,500,0.7272727272727273
"sexual_attraction_M, gender_identity_M, sex, religious_upbringing",25,488,1.12
"sexual_attraction_M, gender_identity_M, sex, religious_now",33,498,0.5454545454545454
"sexual_attraction_M, gender_identity_M, education_level, gender_identity_F",44,436,1.8181818181818181
"sexual_attraction_M, gender_identity_M, education_level, handedness",40,436,2.0
"sexual_attraction_M, gender_identity_M, education_level, religious_upbringing",45,428,1.9555555555555555
"sexual_attraction_M, gender_identity_M, education_level, religious_now",52,442,1.4230769230769231
"sexual_attraction_M, gender_identity_M, gender_identity_F, handedness",43,486,0.6976744186046512
"sexual_attraction_M, gender_identity_M, gender_identity_F, religious_upbringing",41,467,1.1951219512195121
"sexual_attraction_M, gender_identity_M, gender_identity_F, religious_now",48,485,0.6458333333333334
"sexual_attraction_M, gender_identity_M, handedness, religious_upbringing",26,476,1.5384615384615385
"sexual_attraction_M, gender_identity_M, handedness, religious_now",38,486,0.7894736842105263
"sexual_attraction_M, gender_identity_M, religious_upbringing, religious_now",43,443,1.697674418604651
"sexual_attraction_M, sex, education_level, gender_identity_F",28,463,1.8928571428571428
"sexual_attraction_M, sex, education_level, handedness",10,453,6.3
"sexual_attraction_M, sex, education_level, religious_upbringing",17,449,3.9411764705882355
"sexual_attraction_M, sex, education_level, religious_now",18,455,3.388888888888889
"sexual_attraction_M, sex, gender_identity_F, handedness",18,500,0.8888888888888888
"sexual_attraction_M, sex, gender_identity_F, religious_upbringing",21,491,1.1904761904761905
"sexual_attraction_M, sex, gender_identity_F, religious_now",27,503,0.48148148148148145
"sexual_attraction_M, sex, handedness, religious_upbringing",4,490,6.5
"sexual_attraction_M, sex, handedness, religious_now",6,496,3.3333333333333335
"sexual_attraction_M, sex, religious_upbringing, religious_now",11,460,5.090909090909091
"sexual_attraction_M, education_level, gender_identity_F, handedness",36,439,2.138888888888889
"sexual_attraction_M, education_level, gender_identity_F, religious_upbringing",41,432,2.048780487804878
"sexual_attraction_M, education_level, gender_identity_F, religious_now",45,442,1.6444444444444444
"sexual_attraction_M, education_level, handedness, religious_upbringing",8,427,11.125
"sexual_attraction_M, education_level, handedness, religious_now",13,432,6.461538461538462
"sexual_attraction_M, education_level, religious_upbringing, religious_now",17,408,6.352941176470588
"sexual_attraction_M, gender_identity_F, handedness, religious_upbringing",26,479,1.4230769230769231
"sexual_attraction_M, gender_identity_F, handedness, religious_now",33,491,0.7575757575757576
"sexual_attraction_M, gender_identity_F, religious_upbringing, religious_now",36,450,1.8333333333333333
"sexual_attraction_M, handedness, religious_upbringing, religious_now",9,450,7.333333333333333
"gender_identity_M, sex, education_level, gender_identity_F",21,437,3.761904761904762
"gender_identity_M, sex, education_level, handedness",12,443,6.083333333333333
"gender_identity_M, sex, education_level, religious_upbringing",11,436,7.2727272727272725
"gender_identity_M, sex, education_level, religious_now",11,447,6.2727272727272725
"gender_identity_M, sex, gender_identity_F, handedness",19,480,1.894736842105263
"gender_identity_M, sex, gender_identity_F, religious_upbringing",21,464,2.4761904761904763
"gender_identity_M, sex, gender_identity_F, religious_now",14,475,2.9285714285714284
"gender_identity_M, sex, handedness, religious_upbringing",6,480,6.0
"gender_identity_M, sex, handedness, religious_now",7,488,4.0
"gender_identity_M, sex, religious_upbringing, religious_now",9,445,7.888888888888889
"gender_identity_M, education_level, gender_identity_F, handedness",25,419,3.88
"gender_identity_M, education_level, gender_identity_F, religious_upbringing",30,406,3.6666666666666665
"gender_identity_M, education_level, gender_identity_F, religious_now",29,424,3.1724137931034484
"gender_identity_M, education_level, handedness, religious_upbringing",16,406,6.875
"gender_identity_M, education_level, handedness, religious_now",15,419,6.466666666666667
"gender_identity_M, education_level, religious_upbringing, religious_now",18,393,6.833333333333333
"gender_identity_M, gender_identity_F, handedness, religious_upbringing",27,464,1.9259259259259258
"gender_identity_M, gender_identity_F, handedness, religious_now",18,477,2.1666666666666665
"gender_identity_M, gender_identity_F, religious_upbringing, religious_now",23,425,3.9565217391304346
"gender_identity_M, handedness, religious_upbringing, religious_now",11,433,7.545454545454546
"sex, education_level, gender_identity_F, handedness",11,454,5.636363636363637
"sex, education_level, gender_identity_F, religious_upbringing",14,445,5.071428571428571
"sex, education_level, gender_identity_F, religious_now",12,453,5.25
"sex, education_level, handedness, religious_upbringing",1,435,81.0
"sex, education_level, handedness, religious_now",1,439,77.0
"sex, education_level, religious_upbringing, religious_now",0,416,inf
"sex, gender_identity_F, handedness, religious_upbringing",12,488,2.3333333333333335
"sex, gender_identity_F, handedness, religious_now",11,497,1.7272727272727273
"sex, gender_identity_F, religious_upbringing, religious_now",9,453,7.0
"sex, handedness, religious_upbringing, religious_now",2,454,31.0
"education_level, gender_identity_F, handedness, religious_upbringing",15,423,6.2
"education_level, gender_identity_F, handedness, religious_now",16,432,5.25
"education_level, gender_identity_F, religious_upbringing, religious_now",18,403,6.277777777777778
"education_level, handedness, religious_upbringing, religious_now",3,388,42.666666666666664
"gender_identity_F, handedness, religious_upbringing, religious_now",11,445,6.454545454545454
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_M",369,28,1.3224932249322494
"age, sexual_attraction_F, background_SES, sexual_attraction_M, sex",314,54,1.4713375796178343
"age, sexual_attraction_F, background_SES, sexual_attraction_M, education_level",397,36,1.2090680100755669
"age, sexual_attraction_F, background_SES, sexual_attraction_M, gender_identity_F",355,37,1.3492957746478873
"age, sexual_attraction_F, background_SES, sexual_attraction_M, handedness",337,43,1.403560830860534
"age, sexual_attraction_F, background_SES, sexual_attraction_M, religious_upbringing",377,40,1.2625994694960212
"age, sexual_attraction_F, background_SES, sexual_attraction_M, religious_now",353,40,1.348441926345609
"age, sexual_attraction_F, background_SES, gender_identity_M, sex",355,79,1.2309859154929577
"age, sexual_attraction_F, background_SES, gender_identity_M, education_level",434,48,1.0783410138248848
"age, sexual_attraction_F, background_SES, gender_identity_M, gender_identity_F",381,43,1.2414698162729658
"age, sexual_attraction_F, background_SES, gender_identity_M, handedness",386,68,1.160621761658031
"age, sexual_attraction_F, background_SES, gender_identity_M, religious_upbringing",417,65,1.0815347721822541
"age, sexual_attraction_F, background_SES, gender_identity_M, religious_now",406,62,1.1182266009852218
"age, sexual_attraction_F, background_SES, sex, education_level",398,75,1.1080402010050252
"age, sexual_attraction_F, background_SES, sex, gender_identity_F",346,82,1.254335260115607
"age, sexual_attraction_F, background_SES, sex, handedness",334,94,1.2634730538922156
"age, sexual_attraction_F, background_SES, sex, religious_upbringing",377,91,1.1273209549071619
"age, sexual_attraction_F, background_SES, sex, religious_now",348,89,1.2270114942528736
"age, sexual_attraction_F, background_SES, education_level, gender_identity_F",429,53,1.0792540792540792
"age, sexual_attraction_F, background_SES, education_level, handedness",401,65,1.1246882793017456
"age, sexual_attraction_F, background_SES, education_level, religious_upbringing",451,60,1.0110864745011086
"age, sexual_attraction_F, background_SES, education_level, religious_now",437,57,1.0503432494279177
"age, sexual_attraction_F, background_SES, gender_identity_F, handedness",383,70,1.164490861618799
"age, sexual_attraction_F, background_SES, gender_identity_F, religious_upbringing",412,65,1.0946601941747574
